concurso,bola1,bola2,bola3,bola4,bola5,bola6,bola7,bola8,bola9,bola10,bola11,bola12,bola13,bola14,bola15,bola16
1219,1,2,3,4,5,6,7,10,14,16,17,18,19,20,24,25
1220,1,4,6,7,8,9,10,13,14,15,16,19,20,22,23,25
1221,2,3,5,7,8,9,11,12,13,16,17,18,20,21,23,25
1222,1,3,4,6,9,13,14,16,17,18,19,20,21,22,23,25
1223,1,2,3,4,5,6,8,12,15,17,19,20,22,23,24,25
1224,1,3,7,8,9,12,13,15,16,18,19,20,21,22,24,25
1225,1,2,3,4,6,7,8,10,14,15,18,20,21,22,23,25
1226,1,2,3,5,6,7,9,11,12,14,15,16,19,20,23,25
1227,1,6,7,8,9,10,13,14,16,17,18,19,20,23,24,25
1228,3,4,6,7,10,12,14,15,16,17,18,19,21,22,23,24
1229,1,3,4,5,6,7,8,10,12,14,16,17,18,23,24,25
1230,1,2,4,7,8,9,10,11,12,13,14,16,20,21,22,24
1231,2,4,6,7,9,10,11,13,14,15,16,19,20,21,22,23
1232,1,2,3,4,5,7,8,11,15,18,19,20,21,23,24,25
1233,2,3,4,5,6,8,9,11,13,16,19,20,22,23,24,25
1234,2,4,5,8,9,10,11,12,13,14,15,16,17,21,22,23
1235,1,2,3,5,6,7,8,9,12,13,14,17,18,19,22,23
1236,1,2,5,6,7,10,11,12,14,15,18,19,20,21,22,25
1237,1,2,3,4,5,6,9,12,15,16,17,18,22,23,24,25
1238,1,2,3,5,6,8,9,10,11,13,14,16,18,20,21,24
1239,1,3,5,8,10,11,14,16,18,19,20,21,22,23,24,25
1240,2,3,4,5,6,8,11,12,13,15,17,18,20,21,24,25
1241,1,3,5,7,8,9,10,11,15,16,19,20,21,22,24,25
1242,3,5,8,9,10,11,12,13,14,16,17,18,19,21,22,25
1243,3,4,7,9,11,14,15,16,17,18,20,21,22,23,24,25
1244,1,2,3,5,6,8,10,11,12,14,17,18,20,21,23,25
1245,2,3,4,5,6,7,10,11,12,13,15,16,20,21,22,24
1246,2,3,4,5,10,11,12,13,14,15,16,19,20,21,22,25
1247,1,2,4,7,8,9,12,13,14,15,18,20,21,23,24,25
1248,1,3,4,6,8,9,10,11,13,16,17,18,19,20,21,24
1249,2,3,5,6,7,8,9,10,13,14,15,18,19,21,22,24
1250,2,3,4,5,6,11,12,14,15,17,18,20,21,22,24,25
1251,3,4,6,7,8,9,10,12,13,15,17,19,20,21,24,25
1252,1,2,3,4,5,10,11,15,16,18,19,20,21,22,24,25
1253,1,4,5,7,8,9,12,14,15,18,19,20,21,22,23,24
1254,2,3,4,5,6,7,10,11,13,14,18,20,21,22,23,24
1255,1,3,4,5,6,7,9,12,13,15,17,20,21,22,23,24
1256,1,2,3,6,7,9,12,14,15,18,20,21,22,23,24,25
1257,2,4,5,9,10,12,14,16,17,18,19,21,22,23,24,25
1258,3,5,6,7,9,10,11,12,15,16,19,20,21,22,24,25
1259,1,2,6,7,8,10,11,12,13,14,19,21,22,23,24,25
1260,2,4,5,9,10,12,13,16,17,18,20,21,22,23,24,25
1261,1,2,3,4,5,7,8,10,13,14,15,16,18,20,22,24
1262,1,2,4,5,7,8,9,12,13,16,17,18,19,20,22,25
1263,4,6,7,8,11,12,13,15,17,18,19,20,21,22,23,25
1264,1,3,4,5,6,9,10,11,13,14,16,19,20,21,22,23
1265,3,4,5,6,7,11,13,14,15,17,18,19,20,21,22,24
1266,1,2,4,5,6,7,8,9,11,13,14,16,17,20,21,23
1267,1,2,3,5,7,9,10,12,13,15,18,20,21,22,23,25
1268,1,3,4,5,7,8,10,11,13,14,18,19,20,21,23,24
1269,1,3,5,7,8,10,11,12,14,15,16,17,18,19,24,25
1270,1,2,3,4,6,7,9,11,13,14,15,18,19,21,22,25
1271,1,2,3,4,5,6,10,14,15,16,18,19,20,22,23,24
1272,2,3,4,5,6,7,8,10,11,12,16,19,20,21,22,25
1273,1,2,3,4,5,9,11,12,13,14,16,18,22,23,24,25
1274,2,5,7,8,12,13,14,15,16,17,19,20,21,23,24,25
1275,1,2,4,6,7,9,12,14,15,16,17,19,20,21,24,25
1276,2,3,6,7,8,9,10,12,13,18,19,20,21,22,23,25
1277,1,3,4,5,6,7,10,11,15,17,18,20,21,22,23,25
1278,1,2,3,5,6,7,8,13,16,18,20,21,22,23,24,25
1279,1,2,3,4,5,7,8,11,13,14,15,17,21,22,24,25
1280,3,4,5,6,8,10,11,13,14,16,19,20,22,23,24,25
1281,1,4,5,6,9,10,11,13,15,16,18,19,20,21,24,25
1282,1,2,3,5,6,10,11,13,14,15,16,18,20,21,22,25
1283,6,7,8,9,10,11,14,16,17,18,19,21,22,23,24,25
1284,1,2,3,5,7,8,10,11,13,14,15,16,20,21,22,25
1285,2,4,5,6,8,9,11,14,15,16,17,19,20,23,24,25
1286,2,3,4,5,6,8,9,11,13,14,15,16,17,18,19,24
1287,1,2,4,6,7,8,11,12,13,14,16,17,20,22,24,25
1288,1,2,3,5,6,8,9,11,13,14,15,16,17,19,21,25
1289,4,6,9,11,12,13,16,17,18,19,20,21,22,23,24,25
1290,1,3,4,6,7,8,9,13,14,15,16,18,19,21,22,25
1291,2,3,4,8,9,10,11,12,14,15,17,19,20,22,23,24
1292,1,2,3,4,5,6,7,9,11,13,14,15,17,19,20,25
1293,1,3,5,7,8,9,10,11,12,14,17,18,19,21,22,23
1294,1,2,3,5,6,8,9,10,11,12,13,14,17,19,23,25
1295,1,2,3,5,6,8,12,13,15,17,18,19,21,22,23,24
1296,3,6,9,10,11,13,14,15,18,19,20,21,22,23,24,25
1297,1,2,4,5,7,8,10,11,12,13,15,16,20,21,22,24
1298,1,2,4,6,7,8,11,12,13,16,18,20,21,22,24,25
1299,1,4,5,7,10,11,12,13,14,15,17,18,20,22,24,25
1300,2,3,4,5,6,7,9,11,12,14,15,20,21,23,24,25
1301,1,2,5,7,9,10,11,12,14,15,16,17,18,21,22,23
1302,2,4,5,6,7,8,10,14,15,16,17,18,19,20,24,25
1303,1,2,3,4,5,6,7,8,12,13,15,16,19,22,24,25
1304,1,2,3,5,8,9,10,13,15,16,17,18,21,22,23,25
1305,1,2,3,4,5,6,10,11,13,14,15,16,19,22,23,24
1306,1,4,5,7,8,10,11,12,13,15,16,17,18,19,23,24
1307,1,3,4,5,6,7,8,9,10,11,13,17,18,20,24,25
1308,1,2,3,4,5,6,10,11,15,16,18,19,20,21,22,23
1309,1,2,3,4,5,6,11,12,13,14,15,16,19,22,23,25
1310,2,5,6,7,8,9,10,11,16,17,18,19,20,22,23,24
1311,3,4,6,7,10,11,13,16,17,18,19,21,22,23,24,25
1312,2,3,4,5,8,9,10,11,12,16,17,18,19,20,22,23
1313,1,2,4,6,7,8,9,12,13,14,15,16,17,18,24,25
1314,2,3,6,7,8,9,10,11,12,15,17,19,20,21,22,24
1315,3,4,5,6,8,9,10,12,13,15,17,18,19,20,24,25
1316,1,4,5,6,8,9,10,13,15,16,17,18,19,20,21,23
1317,1,2,4,8,9,11,12,13,14,15,16,18,20,21,22,23
1318,1,2,4,5,8,11,12,13,14,15,16,17,19,22,23,25
1319,2,5,6,7,8,9,10,11,15,16,17,19,20,22,24,25
1320,3,5,6,7,8,10,12,13,14,15,16,19,21,23,24,25
1321,1,5,6,7,9,10,11,12,13,16,17,18,20,21,22,23
1322,2,3,5,6,7,8,9,10,11,12,14,16,19,22,23,25
1323,1,2,3,4,5,7,9,11,12,13,14,16,17,18,20,21
1324,1,2,4,6,8,9,10,11,12,13,14,17,20,21,22,23
1325,1,2,5,6,9,10,12,13,16,18,19,20,21,23,24,25
1326,1,2,5,7,8,9,10,11,12,15,16,17,18,21,22,25
1327,2,3,4,5,6,7,8,9,10,14,17,19,20,22,24,25
1328,1,2,4,6,7,9,12,13,15,16,17,18,19,21,23,25
1329,3,4,6,8,9,11,13,14,15,16,17,20,21,22,23,25
1330,1,2,3,5,8,9,11,13,17,18,19,21,22,23,24,25
1331,2,3,4,5,7,9,10,11,12,13,15,16,17,21,22,25
1332,1,3,4,6,7,8,10,12,13,14,15,17,21,23,24,25
1333,1,2,3,5,6,7,8,9,10,14,15,16,17,20,23,24
1334,1,3,4,5,7,8,12,14,15,17,18,20,21,22,23,24
1335,1,2,4,6,8,9,13,14,16,17,18,19,20,23,24,25
1336,1,4,6,7,9,11,16,17,18,19,20,21,22,23,24,25
1337,1,3,4,7,9,10,12,14,15,16,17,18,19,20,23,24
1338,2,3,4,5,7,10,13,14,16,17,18,19,20,22,23,24
1339,1,3,8,9,10,11,12,13,16,17,19,20,21,23,24,25
1340,1,2,3,5,7,10,11,13,14,15,16,17,18,20,23,25
1341,2,3,4,6,7,8,9,10,11,13,14,15,21,22,23,25
1342,2,3,4,5,6,7,9,11,12,15,16,17,19,20,24,25
1343,1,3,5,7,9,10,11,13,15,16,17,18,20,21,24,25
1344,1,3,4,6,8,10,13,14,15,16,18,19,20,22,23,25
1345,1,2,4,5,7,8,9,10,11,12,14,16,17,20,24,25
1346,2,3,4,5,6,7,9,10,12,13,15,18,20,21,23,25
1347,1,2,3,4,6,7,8,10,11,12,13,16,18,20,23,25
1348,1,3,7,9,10,11,12,13,14,15,16,17,19,21,22,23
1349,1,2,4,5,7,10,12,13,14,15,16,19,22,23,24,25
1350,1,2,3,4,7,10,11,12,13,15,18,21,22,23,24,25
1351,2,4,6,9,10,11,12,14,15,16,18,19,21,23,24,25
1352,2,5,6,7,8,9,11,16,17,18,19,20,21,22,23,24
1353,2,3,4,5,7,8,11,12,14,16,17,18,20,22,23,24
1354,1,2,3,4,5,6,8,9,10,12,13,17,18,19,23,25
1355,2,3,5,6,7,8,9,10,12,14,15,16,17,19,20,23
1356,1,3,4,5,6,8,9,10,11,12,13,16,17,18,20,21
1357,1,3,4,8,10,11,12,13,18,19,20,21,22,23,24,25
1358,3,4,5,6,7,9,10,11,12,13,15,17,18,19,21,23
1359,1,3,4,5,6,10,11,13,14,15,16,17,18,20,21,22
1360,1,4,5,6,7,8,9,10,13,14,16,18,20,21,22,25
1361,1,2,3,6,7,9,11,12,13,15,16,17,18,19,23,25
1362,1,2,3,4,5,6,11,13,15,16,17,20,21,22,23,24
1363,1,4,5,6,8,9,10,11,12,14,16,18,20,22,24,25
1364,2,3,4,5,6,8,9,11,12,13,14,16,20,22,23,25
1365,3,4,7,8,9,11,12,13,15,17,18,19,21,22,23,24
1366,2,3,5,6,7,8,9,11,12,18,19,20,21,22,23,24
1367,2,5,6,7,8,10,15,17,18,19,20,21,22,23,24,25
1368,1,3,4,5,7,8,9,11,15,16,17,20,21,22,23,24
1369,1,2,3,4,5,6,7,10,12,13,19,20,21,22,23,25
1370,1,3,5,6,7,8,9,10,11,12,13,17,18,21,24,25
1371,1,2,3,4,5,6,8,9,11,14,15,17,18,20,23,24
1372,3,4,5,6,7,8,10,11,12,14,15,16,18,20,21,22
1373,1,2,5,6,7,8,11,12,14,16,17,19,20,22,23,25
1374,2,3,5,7,8,10,13,15,18,19,20,21,22,23,24,25
1375,1,2,3,4,5,6,7,8,9,13,14,17,21,22,23,24
1376,2,4,5,6,7,8,12,13,14,15,19,20,21,22,23,24
1377,1,5,6,7,8,10,11,13,14,16,17,19,20,21,24,25
1378,1,3,4,6,7,8,10,12,13,14,15,17,19,21,22,25
1379,1,2,3,4,5,6,7,9,11,14,19,20,21,23,24,25
1380,1,2,4,5,6,8,13,14,16,17,18,20,21,22,24,25
1381,1,2,3,4,5,6,7,9,11,14,15,16,17,20,21,24
1382,1,2,4,5,6,9,10,14,15,17,18,20,21,22,23,25
1383,1,2,3,5,6,7,8,12,13,15,18,19,21,23,24,25
1384,2,3,4,7,8,9,11,12,14,15,18,19,20,21,22,24
1385,1,3,5,10,11,12,13,14,16,17,18,19,20,21,22,25
1386,1,2,3,4,6,7,8,9,11,14,15,16,18,19,23,25
1387,1,2,3,5,9,12,13,14,16,17,18,19,20,22,23,24
1388,1,3,6,7,10,11,12,13,15,17,18,19,20,22,23,24
1389,1,2,3,6,8,9,10,11,14,15,17,19,20,21,24,25
1390,1,2,5,6,7,9,10,11,12,13,14,15,16,19,20,22
1391,1,3,5,6,8,12,13,14,15,16,17,19,20,21,23,25
1392,1,2,4,5,9,10,11,13,14,15,16,19,21,22,23,25
1393,1,2,3,4,5,6,7,10,12,13,14,17,19,21,23,24
1394,1,3,4,6,8,9,10,11,12,14,15,16,19,22,23,24
1395,3,4,5,6,7,8,9,10,13,14,17,18,19,20,22,25
1396,2,3,4,5,6,8,9,11,12,13,17,19,21,22,23,24
1397,1,2,4,6,7,8,10,12,13,14,16,17,19,20,21,24
1398,1,2,3,5,7,8,9,11,14,17,18,20,21,22,24,25
1399,1,2,4,9,10,11,12,13,14,15,16,17,19,20,21,23
1400,1,3,4,5,7,9,10,11,13,15,16,17,19,20,23,24
1401,3,5,6,7,9,10,11,13,18,19,20,21,22,23,24,25
1402,2,4,6,7,8,10,11,13,14,15,17,18,20,22,23,24
1403,1,3,4,6,9,10,11,13,14,15,16,18,20,21,22,25
1404,1,4,5,6,7,8,9,10,14,16,18,19,20,22,23,25
1405,1,3,4,5,6,7,9,10,12,13,15,18,19,23,24,25
1406,1,5,6,7,8,9,10,12,13,14,15,17,18,21,22,24
1407,1,2,3,5,7,11,12,13,14,15,16,17,21,22,23,24
1408,1,4,5,6,7,9,11,13,17,18,19,20,21,23,24,25
1409,1,2,3,5,7,10,12,13,14,15,16,17,18,19,21,25
1410,1,2,3,4,5,6,7,8,9,10,11,13,14,17,24,25
1411,1,4,5,6,7,9,10,11,12,17,20,21,22,23,24,25
1412,2,3,7,10,12,14,15,17,18,19,20,21,22,23,24,25
1413,1,2,3,4,7,9,10,11,12,13,16,18,19,21,22,24
1414,1,2,3,7,8,11,12,14,16,17,18,19,20,21,22,23
1415,2,3,4,5,6,9,12,13,14,16,17,18,20,21,23,25
1416,1,2,3,5,6,7,8,11,13,14,15,17,19,21,23,25
1417,2,3,4,6,7,10,12,13,15,16,18,19,21,22,23,25
1418,1,2,3,4,5,6,7,9,12,16,18,19,21,22,23,25
1419,2,3,4,5,7,8,9,12,13,15,17,19,22,23,24,25
1420,1,2,4,5,6,7,9,11,12,14,16,18,19,23,24,25
1421,1,2,7,8,9,10,13,14,15,16,17,18,19,22,23,24
1422,2,3,4,6,8,9,10,12,13,14,15,16,18,19,20,22
1423,1,2,3,5,7,9,10,11,12,13,14,17,19,20,21,23
1424,4,5,6,8,11,12,13,14,15,16,17,18,20,21,24,25
1425,1,4,5,6,7,9,11,12,13,14,15,18,19,21,22,23
1426,1,3,5,7,8,10,11,12,13,16,17,19,21,22,24,25
1427,1,4,5,6,7,8,9,12,13,14,15,16,19,20,21,23
1428,1,2,3,4,5,7,9,10,11,14,16,17,19,22,24,25
1429,1,2,4,5,6,7,10,11,12,14,17,18,20,23,24,25
1430,1,3,4,6,7,8,9,10,14,15,16,17,19,20,23,25
1431,2,3,4,5,7,8,9,11,12,14,17,21,22,23,24,25
1432,1,2,5,6,8,9,10,12,13,14,15,16,18,22,24,25
1433,1,2,5,6,9,10,12,13,15,17,18,19,20,21,22,23
1434,1,2,3,4,6,7,9,10,11,15,17,18,19,23,24,25
1435,1,2,3,4,5,6,7,8,11,12,15,17,20,22,23,25
1436,1,2,4,10,11,13,15,16,17,18,19,20,21,22,23,24
1437,2,3,5,6,9,11,12,13,15,16,17,18,19,21,24,25
1438,3,4,5,6,7,9,10,11,12,13,14,15,18,19,20,23
1439,1,2,3,5,7,10,13,14,16,18,19,20,21,22,23,24
1440,2,4,6,8,10,11,12,13,14,15,17,20,21,22,23,24
1441,1,2,5,6,7,9,10,11,12,17,19,20,21,22,23,24
1442,1,2,4,6,7,8,12,13,16,17,18,19,21,22,24,25
1443,1,2,4,7,9,10,11,12,15,16,18,19,20,21,22,24
1444,1,3,7,9,10,11,13,15,16,17,19,21,22,23,24,25
1445,1,2,3,6,9,11,12,13,15,16,18,19,20,22,23,24
1446,1,2,6,7,10,11,12,13,14,15,16,18,20,21,23,25
1447,1,7,9,10,11,12,14,15,16,17,19,20,21,22,23,25
1448,1,2,3,6,7,8,10,14,15,16,17,18,20,21,23,24
1449,1,3,4,5,7,8,11,12,13,15,16,20,21,22,24,25
1450,1,2,3,4,7,8,9,10,14,15,16,18,20,22,23,24
1451,1,2,3,4,6,8,11,12,15,16,17,18,19,21,24,25
1452,1,4,6,7,8,9,10,13,14,16,17,18,20,21,24,25
1453,2,5,8,9,10,11,14,15,16,17,18,19,20,21,22,25
1454,1,3,4,5,6,8,9,11,12,15,16,17,20,21,23,24
1455,1,3,4,6,11,12,13,14,15,16,18,20,21,23,24,25
1456,1,3,4,9,10,11,13,15,17,18,19,20,21,23,24,25
1457,1,2,4,7,8,10,11,12,13,15,17,18,19,21,22,23
1458,1,2,3,5,7,10,11,13,15,16,17,18,20,22,24,25
1459,1,2,3,4,5,6,9,10,11,13,14,17,20,21,22,25
1460,4,5,6,9,10,13,14,15,16,17,18,19,20,22,23,24
1461,3,4,6,7,8,9,11,13,14,15,17,18,20,21,22,24
1462,2,4,6,9,10,11,12,14,17,18,19,20,21,23,24,25
1463,1,2,3,6,7,8,9,11,12,13,14,18,19,20,21,23
1464,1,2,4,6,8,10,11,12,13,14,17,19,20,21,23,24
1465,2,3,4,5,6,7,8,9,11,12,13,14,18,21,24,25
1466,1,5,7,8,9,10,11,12,15,17,19,20,21,22,23,24
1467,1,2,4,6,8,9,11,12,14,15,17,19,22,23,24,25
1468,1,3,6,7,8,9,10,11,12,15,16,17,19,20,24,25
1469,1,2,3,6,9,11,12,13,15,17,20,21,22,23,24,25
1470,1,3,4,5,6,7,10,12,13,14,16,18,19,22,23,24
1471,3,4,5,6,8,9,10,11,14,15,16,17,19,21,22,23
1472,1,2,5,6,7,8,9,10,11,12,14,15,16,19,22,24
1473,1,2,3,6,8,10,13,14,15,18,19,21,22,23,24,25
1474,3,4,5,6,7,8,11,12,13,15,16,19,21,23,24,25
1475,1,2,5,6,7,8,9,12,13,15,16,17,20,21,24,25
1476,1,2,3,4,5,6,7,9,12,13,14,17,18,19,22,25
1477,1,7,9,10,11,12,13,14,15,17,19,20,21,22,23,24
1478,1,2,4,5,7,8,9,11,12,15,16,17,19,23,24,25
1479,1,2,3,4,8,11,13,14,16,17,18,20,22,23,24,25
1480,1,2,3,4,6,7,8,9,10,14,17,18,19,20,22,23
1481,1,3,4,7,9,11,13,14,15,16,17,18,20,21,24,25
1482,2,3,6,7,9,10,12,14,15,16,17,18,19,20,23,25
1483,4,5,6,7,11,13,14,15,17,18,19,20,21,22,24,25
1484,2,3,4,6,7,8,9,11,12,14,15,17,19,22,24,25
1485,3,5,7,8,9,10,11,14,15,16,17,18,20,21,24,25
1486,2,3,4,6,7,8,10,11,12,13,14,17,22,23,24,25
1487,1,3,5,6,7,9,10,11,12,16,20,21,22,23,24,25
1488,1,3,4,6,7,8,9,10,11,12,15,17,18,21,23,25
1489,1,2,3,4,7,8,9,10,12,13,15,16,17,20,21,25
1490,1,3,4,5,6,8,9,12,13,17,18,19,20,21,23,25
1491,4,5,6,7,8,11,12,13,14,16,17,20,21,22,24,25
1492,2,3,4,5,7,8,10,14,15,16,17,18,19,22,23,25
1493,2,3,5,7,10,12,13,15,16,17,19,20,21,23,24,25
1494,1,3,4,5,7,9,11,14,15,16,18,19,20,22,23,24
1495,1,5,7,8,9,10,12,13,14,15,16,18,19,20,21,22
1496,2,4,6,7,8,11,12,13,14,16,17,18,19,20,22,24
1497,1,3,4,5,7,8,9,12,16,17,19,20,21,23,24,25
1498,6,7,8,9,10,11,12,14,15,16,18,19,20,22,24,25
1499,2,3,5,6,10,12,13,14,15,16,19,20,22,23,24,25
1500,1,2,4,5,7,9,10,11,12,13,14,15,18,19,23,24
1501,1,2,3,5,7,10,11,12,13,15,16,19,20,22,23,24
1502,1,3,5,6,7,8,9,10,12,13,15,17,20,21,22,23
1503,1,2,3,5,8,9,10,11,14,16,17,18,20,21,22,24
1504,1,2,4,5,6,9,10,12,13,15,16,18,19,21,23,24
1505,2,4,5,6,7,9,10,11,12,14,15,18,19,20,21,25
1506,2,3,4,5,7,8,10,11,12,13,15,16,19,20,22,23
1507,1,2,3,4,6,9,10,12,15,16,17,19,20,22,23,25
1508,3,4,6,7,9,12,13,14,15,18,19,20,21,22,24,25
1509,2,3,4,5,6,7,9,10,11,12,15,16,18,23,24,25
1510,1,2,6,7,8,9,13,16,17,18,19,20,21,22,23,24
1511,1,3,6,8,11,13,14,15,16,18,19,21,22,23,24,25
1512,1,2,3,4,5,8,11,14,15,16,17,18,21,22,24,25
1513,1,3,5,6,8,9,10,11,13,14,17,18,20,21,22,25
1514,1,3,4,5,6,7,8,12,13,16,17,18,19,20,23,24
1515,1,2,3,6,7,8,10,12,15,16,18,19,20,21,24,25
1516,1,2,3,4,5,6,7,9,11,13,14,17,19,20,23,25
1517,1,2,3,6,9,10,12,13,14,15,16,17,18,19,23,24
1518,2,3,5,6,9,10,12,13,14,15,16,17,18,21,23,25
1519,1,3,5,6,7,9,10,12,13,14,15,16,21,22,23,25
1520,1,3,5,6,7,9,11,12,13,14,16,17,19,20,21,25
1521,1,2,3,5,6,7,8,12,13,14,15,17,19,20,24,25
1522,1,3,6,7,8,9,11,12,13,14,17,18,19,20,23,24
1523,2,3,4,5,6,7,9,10,11,13,14,15,16,20,22,23
1524,1,2,3,4,5,6,9,10,12,13,14,15,18,21,22,24
1525,2,3,4,7,9,10,12,13,14,15,17,18,19,21,22,24
1526,1,2,3,4,5,6,11,12,14,16,19,20,22,23,24,25
1527,1,3,4,7,9,10,12,14,15,18,20,21,22,23,24,25
1528,1,3,4,5,7,8,9,10,11,12,16,18,19,21,22,24
1529,1,3,4,5,7,8,9,10,12,15,19,20,21,23,24,25
1530,1,2,3,4,5,6,7,8,9,11,14,15,18,19,24,25
1531,2,5,6,7,9,12,13,14,15,16,17,18,19,21,22,23
1532,1,4,5,6,8,9,10,12,13,14,15,18,19,20,21,23
1533,1,4,5,6,7,9,11,12,15,16,18,20,21,22,23,24
1534,1,3,4,5,6,7,8,10,11,14,15,17,18,20,22,24
1535,1,3,4,5,7,10,11,12,14,15,16,17,18,20,23,24
1536,3,4,6,7,9,10,12,13,14,16,17,19,21,23,24,25
1537,1,3,6,9,11,13,14,15,16,17,18,19,20,21,23,25
1538,2,3,4,5,6,7,8,9,10,13,14,15,18,21,22,25
1539,1,2,6,7,8,9,10,12,14,16,17,19,21,22,24,25
1540,2,3,4,5,6,8,11,12,14,16,19,20,21,22,24,25
1541,1,2,6,8,9,11,13,14,15,18,19,21,22,23,24,25
1542,1,2,4,5,9,10,11,12,13,14,16,17,18,22,23,24
1543,1,2,4,5,9,10,12,13,14,15,16,17,18,22,23,24
1544,2,5,6,7,9,10,12,14,15,17,18,19,20,22,23,24
1545,1,2,3,4,7,11,16,17,18,19,20,21,22,23,24,25
1546,1,3,4,6,7,9,10,11,12,13,14,15,16,20,22,23
1547,1,2,3,5,6,7,8,10,11,12,14,15,18,19,21,24
1548,2,3,4,5,6,7,10,11,14,15,16,17,21,22,23,25
1549,3,5,7,9,10,13,14,15,16,17,19,20,21,22,24,25
1550,1,3,5,6,7,8,9,12,13,16,18,19,20,21,22,23
1551,1,3,5,6,9,10,11,13,15,16,17,19,20,22,24,25
1552,3,4,5,6,7,10,12,13,15,17,19,20,21,22,24,25
1553,1,2,4,5,8,9,10,11,13,14,15,20,21,23,24,25
1554,2,3,5,6,9,11,12,13,14,16,17,19,20,21,22,24
1555,1,2,3,4,5,7,10,11,15,16,18,19,20,22,24,25
1556,1,3,5,7,9,10,11,12,13,14,16,17,20,22,23,24
1557,2,4,5,6,8,9,10,11,13,14,15,18,19,21,23,25
1558,3,4,6,7,8,10,11,12,14,16,18,19,20,22,24,25
1559,2,5,6,7,9,11,12,13,14,16,17,20,21,22,24,25
1560,2,3,4,5,6,8,9,13,14,16,18,20,21,22,23,25
1561,1,4,5,6,9,10,11,12,13,15,16,18,19,21,22,25
1562,1,4,7,8,9,10,12,13,14,15,16,17,18,19,20,24
1563,2,3,5,6,9,10,11,13,15,16,17,18,19,21,22,24
1564,1,3,4,6,8,9,10,11,12,13,14,15,16,17,22,24
1565,1,3,5,6,7,8,9,11,12,16,18,19,20,21,23,25
1566,1,2,3,4,5,8,9,10,11,12,13,15,18,22,23,24
1567,1,2,3,5,8,9,10,12,15,17,19,20,21,22,24,25
1568,1,2,4,5,6,8,10,11,13,14,16,17,18,20,23,25
1569,4,5,6,7,8,10,13,14,15,16,17,19,20,21,23,24
1570,1,2,4,6,9,11,12,13,15,16,17,18,20,22,23,24
1571,1,4,5,6,7,8,10,11,12,14,16,19,20,22,23,24
1572,2,3,6,7,8,9,12,13,14,17,18,20,21,22,23,24
1573,1,2,3,4,5,6,8,9,11,12,15,19,20,21,23,24
1574,1,2,3,4,5,6,7,8,12,13,17,18,19,20,23,25
1575,2,4,6,7,9,11,12,13,15,16,17,18,19,21,22,23
1576,1,2,4,5,6,9,10,11,14,15,17,18,21,22,23,24
1577,2,3,5,7,9,10,11,12,14,15,17,19,20,22,24,25
1578,1,3,5,6,7,9,11,14,15,16,17,18,19,20,22,25
1579,1,2,3,4,5,7,8,11,12,13,16,17,19,22,23,24
1580,1,4,5,7,9,10,13,16,17,18,19,20,21,23,24,25
1581,1,2,3,4,5,6,8,9,11,13,15,16,19,21,22,24
1582,1,2,3,4,5,8,11,12,13,14,16,17,21,23,24,25
1583,1,3,4,6,7,8,9,10,12,13,14,17,18,21,22,23
1584,1,2,3,4,8,9,11,12,13,14,16,18,20,21,22,24
1585,1,2,3,4,5,6,7,8,10,11,12,14,17,22,24,25
1586,2,4,5,7,9,10,14,15,16,17,18,19,20,21,23,25
1587,1,4,5,7,10,11,12,14,15,16,18,19,20,21,23,24
1588,1,2,3,4,5,7,11,12,13,14,15,17,19,20,21,23
1589,1,2,3,4,5,7,8,10,12,13,14,15,16,18,19,21
1590,1,5,6,9,10,11,12,13,14,16,18,19,22,23,24,25
1591,2,3,4,6,7,8,11,12,13,16,19,20,21,22,23,25
1592,1,2,5,7,8,10,11,12,13,14,19,20,21,22,23,24
1593,1,3,5,6,7,9,10,12,13,14,18,19,20,21,22,23
1594,1,2,3,5,7,8,9,11,12,13,15,17,18,19,20,25
1595,1,2,3,4,5,8,9,10,11,12,15,16,17,18,22,23
1596,2,4,8,10,11,13,14,15,16,17,18,19,20,22,24,25
1597,1,3,4,5,7,9,10,15,16,18,20,21,22,23,24,25
1598,2,3,5,6,7,8,10,11,16,17,18,19,20,22,23,24
1599,1,2,5,6,8,9,10,11,12,15,17,18,20,21,23,24
1600,1,2,3,6,7,10,13,15,16,17,18,19,21,22,24,25
1601,1,3,4,6,7,8,9,10,11,12,15,16,20,21,23,25
1602,1,3,4,5,6,7,9,10,11,12,15,18,20,21,22,25
1603,1,2,3,4,5,6,8,9,12,17,18,20,21,22,23,24
1604,1,2,3,4,5,6,8,11,15,16,17,18,20,21,23,25
1605,2,3,5,8,9,10,11,12,13,15,16,18,19,20,21,25
1606,1,2,5,6,8,9,10,11,12,15,16,17,18,19,20,22
1607,1,2,3,5,6,7,8,10,11,12,13,14,16,20,24,25
1608,2,3,4,5,7,8,9,10,11,13,16,17,20,21,23,25
1609,2,3,4,5,7,8,10,11,14,15,16,18,19,20,23,24
1610,1,2,3,5,6,7,8,13,14,15,17,19,20,21,22,25
1611,1,2,3,5,6,7,8,9,10,12,17,18,20,23,24,25
1612,3,4,5,6,7,8,9,12,14,16,17,18,20,22,23,25
1613,2,3,4,5,7,9,11,12,13,14,15,16,18,21,24,25
1614,3,4,5,8,10,12,13,14,15,16,18,19,20,21,22,23
1615,4,7,8,9,10,11,12,14,17,18,19,20,21,22,23,24
1616,1,2,3,4,7,8,9,11,12,15,16,17,18,19,20,21
